t,OR Category L1,OR Category L2,counts
-451,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-451,Internal Fraud,Theft and Fraud (Internal Fraud),1
-448,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-447,Clients Products and Business Practices,Improper Business or Market Practices,1
-447,Employment Practices and Workplace Safety,Human Resources Management,1
-447,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-445,Clients Products and Business Practices,Advisory Activity,1
-445,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-445,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-444,Clients Products and Business Practices,Improper Business or Market Practices,2
-440,Execution Delivery and Process Management,Clients' Accounts Management,1
-440,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-439,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-438,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-438,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-438,Internal Fraud,Theft and Fraud (Internal Fraud),1
-435,External Fraud,Theft and Fraud (External Fraud),1
-434,Execution Delivery and Process Management,Clients' Accounts Management,1
-434,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-434,Internal Fraud,Theft and Fraud (Internal Fraud),1
-433,Clients Products and Business Practices,Advisory Activity,1
-433,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-433,External Fraud,Theft and Fraud (External Fraud),1
-432,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-432,Execution Delivery and Process Management,Contractual Customer Documents,1
-432,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-432,External Fraud,Theft and Fraud (External Fraud),1
-431,Execution Delivery and Process Management,Contractual Customer Documents,1
-431,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-431,Internal Fraud,Theft and Fraud (Internal Fraud),1
-430,Business Disruption and System Failures,Systems Failure,1
-430,Employment Practices and Workplace Safety,Human Resources Management,1
-430,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-429,External Fraud,Theft and Fraud (External Fraud),1
-427,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-426,Execution Delivery and Process Management,Clients' Accounts Management,2
-426,Execution Delivery and Process Management,Contractual Customer Documents,1
-426,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-426,External Fraud,Theft and Fraud (External Fraud),1
-425,Clients Products and Business Practices,Improper Business or Market Practices,2
-425,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-425,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-420,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-419,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-418,Business Disruption and System Failures,Systems Failure,1
-418,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-417,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-416,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-413,Business Disruption and System Failures,Systems Failure,1
-413,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-413,Internal Fraud,Theft and Fraud (Internal Fraud),1
-412,Business Disruption and System Failures,Systems Failure,1
-412,Clients Products and Business Practices,Advisory Activity,1
-411,Clients Products and Business Practices,Improper Business or Market Practices,1
-411,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",6
-410,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-407,Business Disruption and System Failures,Systems Failure,1
-406,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-405,Execution Delivery and Process Management,Clients' Accounts Management,1
-405,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-403,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-402,Clients Products and Business Practices,Advisory Activity,1
-402,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-402,External Fraud,Theft and Fraud (External Fraud),2
-402,Internal Fraud,Theft and Fraud (Internal Fraud),3
-399,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-399,Execution Delivery and Process Management,Clients' Accounts Management,1
-399,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-398,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-398,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-397,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-397,Internal Fraud,Theft and Fraud (Internal Fraud),4
-396,Business Disruption and System Failures,Systems Failure,1
-396,Execution Delivery and Process Management,Suppliers,1
-396,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-395,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-392,Business Disruption and System Failures,Systems Failure,1
-392,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-392,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-391,Damage to Physical Assets,Disasters and other Events,1
-391,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-390,Execution Delivery and Process Management,Contractual Customer Documents,1
-390,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-390,External Fraud,Theft and Fraud (External Fraud),1
-389,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-388,External Fraud,Theft and Fraud (External Fraud),1
-385,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-384,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-383,Clients Products and Business Practices,Improper Business or Market Practices,1
-383,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-381,Business Disruption and System Failures,Systems Failure,1
-381,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-377,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-376,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-376,Execution Delivery and Process Management,Monitoring and Reporting,1
-376,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-375,Execution Delivery and Process Management,Clients' Accounts Management,1
-375,Execution Delivery and Process Management,Contractual Customer Documents,1
-374,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-373,External Fraud,Theft and Fraud (External Fraud),1
-372,External Fraud,Theft and Fraud (External Fraud),1
-371,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-371,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-370,Clients Products and Business Practices,Improper Business or Market Practices,1
-369,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-369,External Fraud,Theft and Fraud (External Fraud),1
-368,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-368,Internal Fraud,Theft and Fraud (Internal Fraud),2
-367,Business Disruption and System Failures,Systems Failure,1
-367,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-367,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-367,Internal Fraud,Theft and Fraud (Internal Fraud),1
-366,Execution Delivery and Process Management,Clients' Accounts Management,2
-366,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-366,External Fraud,Theft and Fraud (External Fraud),4
-365,Execution Delivery and Process Management,Clients' Accounts Management,1
-365,Execution Delivery and Process Management,Monitoring and Reporting,2
-365,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",10
-365,External Fraud,Theft and Fraud (External Fraud),1
-364,Business Disruption and System Failures,Systems Failure,2
-364,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-361,Execution Delivery and Process Management,Clients' Accounts Management,1
-361,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-360,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-358,Damage to Physical Assets,Disasters and other Events,1
-357,Execution Delivery and Process Management,Suppliers,1
-357,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-355,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-354,Clients Products and Business Practices,Advisory Activity,1
-354,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-353,Execution Delivery and Process Management,Monitoring and Reporting,1
-353,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-351,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-349,External Fraud,Theft and Fraud (External Fraud),1
-345,External Fraud,Theft and Fraud (External Fraud),1
-344,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-343,Internal Fraud,Theft and Fraud (Internal Fraud),1
-340,Execution Delivery and Process Management,Contractual Customer Documents,1
-340,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-339,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-338,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-337,Execution Delivery and Process Management,Clients' Accounts Management,1
-336,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-335,Execution Delivery and Process Management,Suppliers,2
-335,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-335,External Fraud,Theft and Fraud (External Fraud),1
-334,Internal Fraud,Theft and Fraud (Internal Fraud),1
-332,Damage to Physical Assets,Disasters and other Events,1
-331,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-327,External Fraud,Theft and Fraud (External Fraud),1
-326,Execution Delivery and Process Management,Monitoring and Reporting,1
-324,Clients Products and Business Practices,Advisory Activity,1
-324,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-323,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-322,Clients Products and Business Practices,Advisory Activity,1
-318,Execution Delivery and Process Management,Suppliers,1
-318,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-317,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-316,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-312,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-310,Execution Delivery and Process Management,Suppliers,1
-310,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-309,Clients Products and Business Practices,Advisory Activity,1
-309,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-309,Execution Delivery and Process Management,Suppliers,1
-309,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-307,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-306,External Fraud,Theft and Fraud (External Fraud),1
-305,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-305,Internal Fraud,Theft and Fraud (Internal Fraud),1
-304,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-303,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-302,Execution Delivery and Process Management,Monitoring and Reporting,1
-301,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-298,Business Disruption and System Failures,Systems Failure,1
-297,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-296,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-295,Business Disruption and System Failures,Systems Failure,1
-295,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-294,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-291,Clients Products and Business Practices,Improper Business or Market Practices,1
-290,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-289,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-289,Internal Fraud,Theft and Fraud (Internal Fraud),1
-288,Clients Products and Business Practices,Defective Products,1
-288,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-284,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-283,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-282,Execution Delivery and Process Management,Contractual Customer Documents,1
-282,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-281,Clients Products and Business Practices,Advisory Activity,1
-281,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-281,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-280,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2
-277,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-277,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-276,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-275,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",3
-274,Clients Products and Business Practices,Advisory Activity,1
-274,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-274,External Fraud,Theft and Fraud (External Fraud),1
-273,Business Disruption and System Failures,Systems Failure,1
-273,Execution Delivery and Process Management,Monitoring and Reporting,1
-273,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",8
-273,External Fraud,Theft and Fraud (External Fraud),1
-272,External Fraud,Theft and Fraud (External Fraud),1
-270,Clients Products and Business Practices,Advisory Activity,1
-270,Execution Delivery and Process Management,Clients' Accounts Management,1
-270,External Fraud,Theft and Fraud (External Fraud),1
-269,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-268,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-267,Clients Products and Business Practices,Trade Counterparties,1
-263,Clients Products and Business Practices,Advisory Activity,1
-263,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2
-262,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-256,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",5
-255,Execution Delivery and Process Management,Suppliers,1
-254,External Fraud,Theft and Fraud (External Fraud),1
-252,Execution Delivery and Process Management,Monitoring and Reporting,1
-252,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-250,External Fraud,Theft and Fraud (External Fraud),1
-249,Business Disruption and System Failures,Systems Failure,1
-249,Clients Products and Business Practices,Advisory Activity,1
-249,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-247,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-246,Business Disruption and System Failures,Systems Failure,1
-246,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-245,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-244,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-242,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",5
-241,Clients Products and Business Practices,Improper Business or Market Practices,1
-240,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-239,Internal Fraud,Theft and Fraud (Internal Fraud),1
-238,Clients Products and Business Practices,Selection,1
-236,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-234,Business Disruption and System Failures,Systems Failure,1
-234,Clients Products and Business Practices,Advisory Activity,1
-233,Business Disruption and System Failures,Systems Failure,1
-227,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-225,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-225,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-218,Clients Products and Business Practices,Improper Business or Market Practices,1
-218,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-218,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-217,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-214,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-213,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-213,External Fraud,Theft and Fraud (External Fraud),2
-213,Internal Fraud,Theft and Fraud (Internal Fraud),1
-212,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-211,Execution Delivery and Process Management,Contractual Customer Documents,2
-211,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-210,Execution Delivery and Process Management,Contractual Customer Documents,1
-210,Internal Fraud,Theft and Fraud (Internal Fraud),1
-207,Internal Fraud,Theft and Fraud (Internal Fraud),1
-206,Business Disruption and System Failures,Systems Failure,1
-206,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-206,External Fraud,Theft and Fraud (External Fraud),1
-205,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-200,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-200,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-199,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-199,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-198,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-197,Execution Delivery and Process Management,Clients' Accounts Management,1
-197,Internal Fraud,Theft and Fraud (Internal Fraud),2
-196,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-192,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-191,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-190,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-190,Execution Delivery and Process Management,Suppliers,1
-189,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-186,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-186,Execution Delivery and Process Management,Suppliers,1
-186,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-186,Internal Fraud,Theft and Fraud (Internal Fraud),1
-185,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-184,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-184,External Fraud,Theft and Fraud (External Fraud),1
-183,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-183,External Fraud,Theft and Fraud (External Fraud),1
-182,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-181,Execution Delivery and Process Management,Clients' Accounts Management,1
-181,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-181,Internal Fraud,Theft and Fraud (Internal Fraud),1
-179,Execution Delivery and Process Management,Monitoring and Reporting,1
-179,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",5
-178,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-177,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-177,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-176,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-176,External Fraud,Theft and Fraud (External Fraud),1
-175,Execution Delivery and Process Management,Monitoring and Reporting,1
-172,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-171,Business Disruption and System Failures,Systems Failure,1
-171,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-170,Execution Delivery and Process Management,Clients' Accounts Management,1
-170,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-169,Clients Products and Business Practices,Advisory Activity,1
-169,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-168,Business Disruption and System Failures,Systems Failure,1
-168,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-166,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-165,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-164,Clients Products and Business Practices,Advisory Activity,1
-164,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-164,Internal Fraud,Theft and Fraud (Internal Fraud),1
-162,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-162,Internal Fraud,Theft and Fraud (Internal Fraud),2
-161,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-161,External Fraud,Theft and Fraud (External Fraud),1
-157,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-156,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-156,External Fraud,Theft and Fraud (External Fraud),1
-156,Internal Fraud,Theft and Fraud (Internal Fraud),1
-155,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-155,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-154,Business Disruption and System Failures,Transportation Disruption and Other Disruptions,1
-154,Damage to Physical Assets,Disasters and other Events,1
-154,External Fraud,Theft and Fraud (External Fraud),1
-151,Business Disruption and System Failures,Systems Failure,1
-151,Execution Delivery and Process Management,Monitoring and Reporting,1
-151,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-150,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-150,External Fraud,Theft and Fraud (External Fraud),1
-149,Business Disruption and System Failures,Systems Failure,1
-149,Clients Products and Business Practices,Improper Business or Market Practices,1
-149,Execution Delivery and Process Management,Clients' Accounts Management,1
-149,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-148,Execution Delivery and Process Management,Contractual Customer Documents,1
-148,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-147,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-147,External Fraud,Theft and Fraud (External Fraud),1
-145,External Fraud,Theft and Fraud (External Fraud),1
-144,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-143,Execution Delivery and Process Management,Monitoring and Reporting,1
-143,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-142,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-141,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-140,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-139,Business Disruption and System Failures,Systems Failure,1
-137,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-136,Clients Products and Business Practices,Advisory Activity,1
-135,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-134,Clients Products and Business Practices,Advisory Activity,1
-134,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-134,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-133,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-130,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-128,Business Disruption and System Failures,Systems Failure,1
-126,Clients Products and Business Practices,Trade Counterparties,1
-125,External Fraud,Theft and Fraud (External Fraud),1
-123,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-120,External Fraud,Theft and Fraud (External Fraud),1
-119,Clients Products and Business Practices,Advisory Activity,1
-119,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-119,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-116,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-115,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-115,External Fraud,Theft and Fraud (External Fraud),1
-114,Clients Products and Business Practices,Advisory Activity,1
-114,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-114,Internal Fraud,Theft and Fraud (Internal Fraud),1
-113,Clients Products and Business Practices,Trade Counterparties,1
-111,External Fraud,Theft and Fraud (External Fraud),1
-109,Clients Products and Business Practices,Advisory Activity,1
-109,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-108,Clients Products and Business Practices,Improper Business or Market Practices,1
-108,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-107,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-106,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-106,Employment Practices and Workplace Safety,Workplace Safety,1
-106,Execution Delivery and Process Management,Suppliers,1
-105,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-105,External Fraud,Theft and Fraud (External Fraud),1
-102,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",2
-101,Clients Products and Business Practices,Trade Counterparties,1
-101,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-100,Internal Fraud,Theft and Fraud (Internal Fraud),1
-98,Execution Delivery and Process Management,Clients' Accounts Management,1
-98,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-95,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-93,Execution Delivery and Process Management,Clients' Accounts Management,1
-92,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-91,Execution Delivery and Process Management,Suppliers,1
-91,External Fraud,Theft and Fraud (External Fraud),1
-90,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-88,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-88,Internal Fraud,Theft and Fraud (Internal Fraud),1
-87,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-86,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-85,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-84,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-82,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-81,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-80,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-79,Clients Products and Business Practices,Improper Business or Market Practices,1
-79,External Fraud,Theft and Fraud (External Fraud),2
-78,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-77,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-77,Execution Delivery and Process Management,Contractual Customer Documents,1
-74,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-74,External Fraud,Theft and Fraud (External Fraud),1
-73,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-72,Execution Delivery and Process Management,Suppliers,1
-72,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-70,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-69,External Fraud,Theft and Fraud (External Fraud),1
-68,Internal Fraud,Theft and Fraud (Internal Fraud),1
-67,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-66,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-64,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-64,External Fraud,Theft and Fraud (External Fraud),1
-63,Business Disruption and System Failures,Systems Failure,1
-63,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-62,External Fraud,Theft and Fraud (External Fraud),1
-60,Business Disruption and System Failures,Systems Failure,1
-60,Execution Delivery and Process Management,Contractual Customer Documents,1
-60,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-60,Internal Fraud,Theft and Fraud (Internal Fraud),1
-59,Clients Products and Business Practices,Advisory Activity,1
-59,Clients Products and Business Practices,Improper Business or Market Practices,1
-59,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-57,External Fraud,Theft and Fraud (External Fraud),1
-56,Execution Delivery and Process Management,Contractual Customer Documents,1
-56,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-56,Internal Fraud,Theft and Fraud (Internal Fraud),1
-55,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-54,External Fraud,Theft and Fraud (External Fraud),1
-53,Clients Products and Business Practices,Advisory Activity,1
-53,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
