"t","L1_cat","L2_cat","counts"
-929,"EF","EFTF",1
-929,"EF","EFSS",1
-929,"EDPM","TCEM",6
-928,"EF","EFTF",0
-928,"EF","EFSS",1
-928,"EDPM","TCEM",7
-927,"EF","EFTF",0
-927,"EF","EFSS",1
-927,"EDPM","TCEM",4
-926,"EF","EFTF",1
-926,"EF","EFSS",1
-926,"EDPM","TCEM",7
-925,"EF","EFTF",0
-925,"EF","EFSS",0
-925,"EDPM","TCEM",8
-924,"EF","EFTF",0
-924,"EF","EFSS",2
-924,"EDPM","TCEM",9
-923,"EF","EFTF",1
-923,"EF","EFSS",0
-923,"EDPM","TCEM",11
-922,"EF","EFTF",0
-922,"EF","EFSS",0
-922,"EDPM","TCEM",8
-921,"EF","EFTF",0
-921,"EF","EFSS",0
-921,"EDPM","TCEM",4
-920,"EF","EFTF",0
-920,"EF","EFSS",1
-920,"EDPM","TCEM",4
-919,"EF","EFTF",0
-919,"EF","EFSS",0
-919,"EDPM","TCEM",7
-918,"EF","EFTF",0
-918,"EF","EFSS",0
-918,"EDPM","TCEM",7
-917,"EF","EFTF",0
-917,"EF","EFSS",0
-917,"EDPM","TCEM",6
-916,"EF","EFTF",1
-916,"EF","EFSS",2
-916,"EDPM","TCEM",11
-915,"EF","EFTF",0
-915,"EF","EFSS",0
-915,"EDPM","TCEM",2
-914,"EF","EFTF",1
-914,"EF","EFSS",0
-914,"EDPM","TCEM",2
-913,"EF","EFTF",0
-913,"EF","EFSS",1
-913,"EDPM","TCEM",6
-912,"EF","EFTF",1
-912,"EF","EFSS",1
-912,"EDPM","TCEM",8
-911,"EF","EFTF",2
-911,"EF","EFSS",0
-911,"EDPM","TCEM",5
-910,"EF","EFTF",1
-910,"EF","EFSS",0
-910,"EDPM","TCEM",4
-909,"EF","EFTF",0
-909,"EF","EFSS",0
-909,"EDPM","TCEM",2
-908,"EF","EFTF",0
-908,"EF","EFSS",1
-908,"EDPM","TCEM",10
-907,"EF","EFTF",0
-907,"EF","EFSS",0
-907,"EDPM","TCEM",5
-906,"EF","EFTF",0
-906,"EF","EFSS",1
-906,"EDPM","TCEM",7
-905,"EF","EFTF",0
-905,"EF","EFSS",1
-905,"EDPM","TCEM",2
-904,"EF","EFTF",0
-904,"EF","EFSS",0
-904,"EDPM","TCEM",7
-903,"EF","EFTF",1
-903,"EF","EFSS",2
-903,"EDPM","TCEM",8
-902,"EF","EFTF",1
-902,"EF","EFSS",2
-902,"EDPM","TCEM",8
-901,"EF","EFTF",0
-901,"EF","EFSS",0
-901,"EDPM","TCEM",13
-900,"EF","EFTF",0
-900,"EF","EFSS",0
-900,"EDPM","TCEM",3
-899,"EF","EFTF",0
-899,"EF","EFSS",0
-899,"EDPM","TCEM",5
-898,"EF","EFTF",0
-898,"EF","EFSS",0
-898,"EDPM","TCEM",9
-897,"EF","EFTF",0
-897,"EF","EFSS",0
-897,"EDPM","TCEM",4
-896,"EF","EFTF",0
-896,"EF","EFSS",1
-896,"EDPM","TCEM",8
-895,"EF","EFTF",0
-895,"EF","EFSS",1
-895,"EDPM","TCEM",8
-894,"EF","EFTF",0
-894,"EF","EFSS",1
-894,"EDPM","TCEM",3
-893,"EF","EFTF",0
-893,"EF","EFSS",0
-893,"EDPM","TCEM",4
-892,"EF","EFTF",0
-892,"EF","EFSS",0
-892,"EDPM","TCEM",7
-891,"EF","EFTF",0
-891,"EF","EFSS",0
-891,"EDPM","TCEM",4
-890,"EF","EFTF",0
-890,"EF","EFSS",0
-890,"EDPM","TCEM",9
-889,"EF","EFTF",1
-889,"EF","EFSS",0
-889,"EDPM","TCEM",7
-888,"EF","EFTF",0
-888,"EF","EFSS",2
-888,"EDPM","TCEM",7
-887,"EF","EFTF",1
-887,"EF","EFSS",1
-887,"EDPM","TCEM",5
-886,"EF","EFTF",1
-886,"EF","EFSS",1
-886,"EDPM","TCEM",2
-885,"EF","EFTF",0
-885,"EF","EFSS",0
-885,"EDPM","TCEM",8
-884,"EF","EFTF",0
-884,"EF","EFSS",2
-884,"EDPM","TCEM",9
-883,"EF","EFTF",1
-883,"EF","EFSS",0
-883,"EDPM","TCEM",4
-882,"EF","EFTF",0
-882,"EF","EFSS",0
-882,"EDPM","TCEM",5
-881,"EF","EFTF",1
-881,"EF","EFSS",2
-881,"EDPM","TCEM",12
-880,"EF","EFTF",1
-880,"EF","EFSS",0
-880,"EDPM","TCEM",4
-879,"EF","EFTF",1
-879,"EF","EFSS",1
-879,"EDPM","TCEM",3
-878,"EF","EFTF",0
-878,"EF","EFSS",1
-878,"EDPM","TCEM",8
-877,"EF","EFTF",0
-877,"EF","EFSS",0
-877,"EDPM","TCEM",2
-876,"EF","EFTF",0
-876,"EF","EFSS",0
-876,"EDPM","TCEM",4
-875,"EF","EFTF",0
-875,"EF","EFSS",1
-875,"EDPM","TCEM",4
-874,"EF","EFTF",0
-874,"EF","EFSS",0
-874,"EDPM","TCEM",6
-873,"EF","EFTF",0
-873,"EF","EFSS",0
-873,"EDPM","TCEM",9
-872,"EF","EFTF",0
-872,"EF","EFSS",0
-872,"EDPM","TCEM",8
-871,"EF","EFTF",0
-871,"EF","EFSS",1
-871,"EDPM","TCEM",8
-870,"EF","EFTF",2
-870,"EF","EFSS",1
-870,"EDPM","TCEM",3
-869,"EF","EFTF",0
-869,"EF","EFSS",1
-869,"EDPM","TCEM",3
-868,"EF","EFTF",1
-868,"EF","EFSS",1
-868,"EDPM","TCEM",5
-867,"EF","EFTF",1
-867,"EF","EFSS",0
-867,"EDPM","TCEM",5
-866,"EF","EFTF",0
-866,"EF","EFSS",1
-866,"EDPM","TCEM",3
-865,"EF","EFTF",0
-865,"EF","EFSS",1
-865,"EDPM","TCEM",6
-864,"EF","EFTF",0
-864,"EF","EFSS",0
-864,"EDPM","TCEM",11
-863,"EF","EFTF",2
-863,"EF","EFSS",2
-863,"EDPM","TCEM",4
-862,"EF","EFTF",0
-862,"EF","EFSS",0
-862,"EDPM","TCEM",5
-861,"EF","EFTF",0
-861,"EF","EFSS",0
-861,"EDPM","TCEM",5
-860,"EF","EFTF",0
-860,"EF","EFSS",0
-860,"EDPM","TCEM",7
-859,"EF","EFTF",0
-859,"EF","EFSS",1
-859,"EDPM","TCEM",5
-858,"EF","EFTF",1
-858,"EF","EFSS",1
-858,"EDPM","TCEM",6
-857,"EF","EFTF",1
-857,"EF","EFSS",1
-857,"EDPM","TCEM",7
-856,"EF","EFTF",1
-856,"EF","EFSS",1
-856,"EDPM","TCEM",5
-855,"EF","EFTF",1
-855,"EF","EFSS",2
-855,"EDPM","TCEM",7
-854,"EF","EFTF",1
-854,"EF","EFSS",0
-854,"EDPM","TCEM",8
-853,"EF","EFTF",0
-853,"EF","EFSS",1
-853,"EDPM","TCEM",7
-852,"EF","EFTF",0
-852,"EF","EFSS",0
-852,"EDPM","TCEM",6
-851,"EF","EFTF",1
-851,"EF","EFSS",0
-851,"EDPM","TCEM",4
-850,"EF","EFTF",2
-850,"EF","EFSS",3
-850,"EDPM","TCEM",10
-849,"EF","EFTF",0
-849,"EF","EFSS",2
-849,"EDPM","TCEM",12
-848,"EF","EFTF",1
-848,"EF","EFSS",1
-848,"EDPM","TCEM",4
-847,"EF","EFTF",2
-847,"EF","EFSS",1
-847,"EDPM","TCEM",7
-846,"EF","EFTF",0
-846,"EF","EFSS",1
-846,"EDPM","TCEM",3
-845,"EF","EFTF",3
-845,"EF","EFSS",1
-845,"EDPM","TCEM",10
-844,"EF","EFTF",0
-844,"EF","EFSS",0
-844,"EDPM","TCEM",8
-843,"EF","EFTF",0
-843,"EF","EFSS",0
-843,"EDPM","TCEM",6
-842,"EF","EFTF",0
-842,"EF","EFSS",0
-842,"EDPM","TCEM",9
-841,"EF","EFTF",2
-841,"EF","EFSS",0
-841,"EDPM","TCEM",3
-840,"EF","EFTF",0
-840,"EF","EFSS",1
-840,"EDPM","TCEM",5
-839,"EF","EFTF",0
-839,"EF","EFSS",0
-839,"EDPM","TCEM",8
-838,"EF","EFTF",1
-838,"EF","EFSS",1
-838,"EDPM","TCEM",6
-837,"EF","EFTF",1
-837,"EF","EFSS",0
-837,"EDPM","TCEM",12
-836,"EF","EFTF",0
-836,"EF","EFSS",0
-836,"EDPM","TCEM",3
-835,"EF","EFTF",0
-835,"EF","EFSS",3
-835,"EDPM","TCEM",5
-834,"EF","EFTF",0
-834,"EF","EFSS",1
-834,"EDPM","TCEM",4
-833,"EF","EFTF",0
-833,"EF","EFSS",1
-833,"EDPM","TCEM",7
-832,"EF","EFTF",1
-832,"EF","EFSS",0
-832,"EDPM","TCEM",5
-831,"EF","EFTF",1
-831,"EF","EFSS",2
-831,"EDPM","TCEM",11
-830,"EF","EFTF",0
-830,"EF","EFSS",0
-830,"EDPM","TCEM",3
-829,"EF","EFTF",0
-829,"EF","EFSS",0
-829,"EDPM","TCEM",8
-828,"EF","EFTF",1
-828,"EF","EFSS",2
-828,"EDPM","TCEM",9
-827,"EF","EFTF",0
-827,"EF","EFSS",0
-827,"EDPM","TCEM",3
-826,"EF","EFTF",0
-826,"EF","EFSS",3
-826,"EDPM","TCEM",5
-825,"EF","EFTF",1
-825,"EF","EFSS",0
-825,"EDPM","TCEM",9
-824,"EF","EFTF",0
-824,"EF","EFSS",0
-824,"EDPM","TCEM",6
-823,"EF","EFTF",0
-823,"EF","EFSS",0
-823,"EDPM","TCEM",2
-822,"EF","EFTF",0
-822,"EF","EFSS",1
-822,"EDPM","TCEM",8
-821,"EF","EFTF",0
-821,"EF","EFSS",0
-821,"EDPM","TCEM",2
-820,"EF","EFTF",0
-820,"EF","EFSS",0
-820,"EDPM","TCEM",4
-819,"EF","EFTF",1
-819,"EF","EFSS",1
-819,"EDPM","TCEM",6
-818,"EF","EFTF",0
-818,"EF","EFSS",0
-818,"EDPM","TCEM",5
-817,"EF","EFTF",1
-817,"EF","EFSS",2
-817,"EDPM","TCEM",9
-816,"EF","EFTF",0
-816,"EF","EFSS",0
-816,"EDPM","TCEM",3
-815,"EF","EFTF",2
-815,"EF","EFSS",1
-815,"EDPM","TCEM",7
-814,"EF","EFTF",0
-814,"EF","EFSS",0
-814,"EDPM","TCEM",4
-813,"EF","EFTF",0
-813,"EF","EFSS",1
-813,"EDPM","TCEM",11
-812,"EF","EFTF",3
-812,"EF","EFSS",1
-812,"EDPM","TCEM",3
-811,"EF","EFTF",0
-811,"EF","EFSS",1
-811,"EDPM","TCEM",7
-810,"EF","EFTF",2
-810,"EF","EFSS",0
-810,"EDPM","TCEM",7
-809,"EF","EFTF",1
-809,"EF","EFSS",0
-809,"EDPM","TCEM",7
-808,"EF","EFTF",1
-808,"EF","EFSS",0
-808,"EDPM","TCEM",6
-807,"EF","EFTF",2
-807,"EF","EFSS",1
-807,"EDPM","TCEM",14
-806,"EF","EFTF",0
-806,"EF","EFSS",1
-806,"EDPM","TCEM",12
-805,"EF","EFTF",0
-805,"EF","EFSS",0
-805,"EDPM","TCEM",6
-804,"EF","EFTF",1
-804,"EF","EFSS",0
-804,"EDPM","TCEM",3
-803,"EF","EFTF",0
-803,"EF","EFSS",0
-803,"EDPM","TCEM",7
-802,"EF","EFTF",1
-802,"EF","EFSS",1
-802,"EDPM","TCEM",5
-801,"EF","EFTF",0
-801,"EF","EFSS",2
-801,"EDPM","TCEM",8
-800,"EF","EFTF",0
-800,"EF","EFSS",0
-800,"EDPM","TCEM",4
-799,"EF","EFTF",2
-799,"EF","EFSS",1
-799,"EDPM","TCEM",10
-798,"EF","EFTF",1
-798,"EF","EFSS",1
-798,"EDPM","TCEM",9
-797,"EF","EFTF",0
-797,"EF","EFSS",1
-797,"EDPM","TCEM",3
-796,"EF","EFTF",0
-796,"EF","EFSS",1
-796,"EDPM","TCEM",6
-795,"EF","EFTF",0
-795,"EF","EFSS",0
-795,"EDPM","TCEM",3
-794,"EF","EFTF",0
-794,"EF","EFSS",1
-794,"EDPM","TCEM",7
-793,"EF","EFTF",1
-793,"EF","EFSS",1
-793,"EDPM","TCEM",12
-792,"EF","EFTF",0
-792,"EF","EFSS",1
-792,"EDPM","TCEM",8
-791,"EF","EFTF",0
-791,"EF","EFSS",0
-791,"EDPM","TCEM",7
-790,"EF","EFTF",0
-790,"EF","EFSS",0
-790,"EDPM","TCEM",4
-789,"EF","EFTF",1
-789,"EF","EFSS",1
-789,"EDPM","TCEM",7
-788,"EF","EFTF",0
-788,"EF","EFSS",0
-788,"EDPM","TCEM",3
-787,"EF","EFTF",0
-787,"EF","EFSS",2
-787,"EDPM","TCEM",8
-786,"EF","EFTF",0
-786,"EF","EFSS",2
-786,"EDPM","TCEM",10
-785,"EF","EFTF",0
-785,"EF","EFSS",0
-785,"EDPM","TCEM",9
-784,"EF","EFTF",1
-784,"EF","EFSS",4
-784,"EDPM","TCEM",11
-783,"EF","EFTF",1
-783,"EF","EFSS",1
-783,"EDPM","TCEM",6
-782,"EF","EFTF",1
-782,"EF","EFSS",0
-782,"EDPM","TCEM",6
-781,"EF","EFTF",1
-781,"EF","EFSS",1
-781,"EDPM","TCEM",6
-780,"EF","EFTF",1
-780,"EF","EFSS",1
-780,"EDPM","TCEM",6
-779,"EF","EFTF",1
-779,"EF","EFSS",0
-779,"EDPM","TCEM",7
-778,"EF","EFTF",1
-778,"EF","EFSS",1
-778,"EDPM","TCEM",8
-777,"EF","EFTF",0
-777,"EF","EFSS",0
-777,"EDPM","TCEM",6
-776,"EF","EFTF",0
-776,"EF","EFSS",0
-776,"EDPM","TCEM",9
-775,"EF","EFTF",1
-775,"EF","EFSS",2
-775,"EDPM","TCEM",7
-774,"EF","EFTF",0
-774,"EF","EFSS",1
-774,"EDPM","TCEM",9
-773,"EF","EFTF",0
-773,"EF","EFSS",0
-773,"EDPM","TCEM",3
-772,"EF","EFTF",1
-772,"EF","EFSS",1
-772,"EDPM","TCEM",8
-771,"EF","EFTF",0
-771,"EF","EFSS",1
-771,"EDPM","TCEM",10
-770,"EF","EFTF",0
-770,"EF","EFSS",0
-770,"EDPM","TCEM",7
-769,"EF","EFTF",1
-769,"EF","EFSS",4
-769,"EDPM","TCEM",6
-768,"EF","EFTF",0
-768,"EF","EFSS",0
-768,"EDPM","TCEM",5
-767,"EF","EFTF",1
-767,"EF","EFSS",2
-767,"EDPM","TCEM",9
-766,"EF","EFTF",0
-766,"EF","EFSS",0
-766,"EDPM","TCEM",13
-765,"EF","EFTF",0
-765,"EF","EFSS",0
-765,"EDPM","TCEM",4
-764,"EF","EFTF",0
-764,"EF","EFSS",0
-764,"EDPM","TCEM",4
-763,"EF","EFTF",1
-763,"EF","EFSS",2
-763,"EDPM","TCEM",8
-762,"EF","EFTF",0
-762,"EF","EFSS",1
-762,"EDPM","TCEM",8
-761,"EF","EFTF",0
-761,"EF","EFSS",0
-761,"EDPM","TCEM",5
-760,"EF","EFTF",0
-760,"EF","EFSS",0
-760,"EDPM","TCEM",5
-759,"EF","EFTF",0
-759,"EF","EFSS",0
-759,"EDPM","TCEM",4
-758,"EF","EFTF",1
-758,"EF","EFSS",0
-758,"EDPM","TCEM",8
-757,"EF","EFTF",0
-757,"EF","EFSS",1
-757,"EDPM","TCEM",10
-756,"EF","EFTF",0
-756,"EF","EFSS",0
-756,"EDPM","TCEM",4
-755,"EF","EFTF",0
-755,"EF","EFSS",0
-755,"EDPM","TCEM",3
-754,"EF","EFTF",0
-754,"EF","EFSS",0
-754,"EDPM","TCEM",4
-753,"EF","EFTF",0
-753,"EF","EFSS",5
-753,"EDPM","TCEM",6
-752,"EF","EFTF",0
-752,"EF","EFSS",1
-752,"EDPM","TCEM",6
-751,"EF","EFTF",0
-751,"EF","EFSS",1
-751,"EDPM","TCEM",2
-750,"EF","EFTF",1
-750,"EF","EFSS",0
-750,"EDPM","TCEM",4
-749,"EF","EFTF",0
-749,"EF","EFSS",0
-749,"EDPM","TCEM",4
-748,"EF","EFTF",0
-748,"EF","EFSS",0
-748,"EDPM","TCEM",11
-747,"EF","EFTF",0
-747,"EF","EFSS",2
-747,"EDPM","TCEM",5
-746,"EF","EFTF",1
-746,"EF","EFSS",3
-746,"EDPM","TCEM",5
-745,"EF","EFTF",0
-745,"EF","EFSS",1
-745,"EDPM","TCEM",3
-744,"EF","EFTF",0
-744,"EF","EFSS",1
-744,"EDPM","TCEM",4
-743,"EF","EFTF",0
-743,"EF","EFSS",2
-743,"EDPM","TCEM",6
-742,"EF","EFTF",0
-742,"EF","EFSS",0
-742,"EDPM","TCEM",4
-741,"EF","EFTF",0
-741,"EF","EFSS",1
-741,"EDPM","TCEM",7
-740,"EF","EFTF",0
-740,"EF","EFSS",1
-740,"EDPM","TCEM",3
-739,"EF","EFTF",0
-739,"EF","EFSS",2
-739,"EDPM","TCEM",6
-738,"EF","EFTF",1
-738,"EF","EFSS",2
-738,"EDPM","TCEM",7
-737,"EF","EFTF",1
-737,"EF","EFSS",0
-737,"EDPM","TCEM",5
-736,"EF","EFTF",1
-736,"EF","EFSS",1
-736,"EDPM","TCEM",11
-735,"EF","EFTF",0
-735,"EF","EFSS",1
-735,"EDPM","TCEM",9
-734,"EF","EFTF",0
-734,"EF","EFSS",0
-734,"EDPM","TCEM",5
-733,"EF","EFTF",1
-733,"EF","EFSS",1
-733,"EDPM","TCEM",8
-732,"EF","EFTF",1
-732,"EF","EFSS",1
-732,"EDPM","TCEM",12
-731,"EF","EFTF",1
-731,"EF","EFSS",0
-731,"EDPM","TCEM",7
-730,"EF","EFTF",0
-730,"EF","EFSS",0
-730,"EDPM","TCEM",6
-729,"EF","EFTF",0
-729,"EF","EFSS",1
-729,"EDPM","TCEM",7
-728,"EF","EFTF",0
-728,"EF","EFSS",0
-728,"EDPM","TCEM",5
-727,"EF","EFTF",1
-727,"EF","EFSS",0
-727,"EDPM","TCEM",8
-726,"EF","EFTF",0
-726,"EF","EFSS",0
-726,"EDPM","TCEM",7
-725,"EF","EFTF",1
-725,"EF","EFSS",3
-725,"EDPM","TCEM",5
-724,"EF","EFTF",0
-724,"EF","EFSS",1
-724,"EDPM","TCEM",7
-723,"EF","EFTF",0
-723,"EF","EFSS",0
-723,"EDPM","TCEM",5
-722,"EF","EFTF",1
-722,"EF","EFSS",1
-722,"EDPM","TCEM",7
-721,"EF","EFTF",1
-721,"EF","EFSS",0
-721,"EDPM","TCEM",5
-720,"EF","EFTF",0
-720,"EF","EFSS",0
-720,"EDPM","TCEM",2
-719,"EF","EFTF",0
-719,"EF","EFSS",0
-719,"EDPM","TCEM",10
-718,"EF","EFTF",0
-718,"EF","EFSS",1
-718,"EDPM","TCEM",6
-717,"EF","EFTF",0
-717,"EF","EFSS",0
-717,"EDPM","TCEM",6
-716,"EF","EFTF",1
-716,"EF","EFSS",1
-716,"EDPM","TCEM",8
-715,"EF","EFTF",0
-715,"EF","EFSS",2
-715,"EDPM","TCEM",4
-714,"EF","EFTF",2
-714,"EF","EFSS",2
-714,"EDPM","TCEM",7
-713,"EF","EFTF",0
-713,"EF","EFSS",0
-713,"EDPM","TCEM",4
-712,"EF","EFTF",1
-712,"EF","EFSS",2
-712,"EDPM","TCEM",6
-711,"EF","EFTF",1
-711,"EF","EFSS",1
-711,"EDPM","TCEM",8
-710,"EF","EFTF",2
-710,"EF","EFSS",2
-710,"EDPM","TCEM",4
-709,"EF","EFTF",1
-709,"EF","EFSS",2
-709,"EDPM","TCEM",6
-708,"EF","EFTF",1
-708,"EF","EFSS",1
-708,"EDPM","TCEM",9
-707,"EF","EFTF",0
-707,"EF","EFSS",1
-707,"EDPM","TCEM",11
-706,"EF","EFTF",1
-706,"EF","EFSS",1
-706,"EDPM","TCEM",2
-705,"EF","EFTF",0
-705,"EF","EFSS",1
-705,"EDPM","TCEM",6
-704,"EF","EFTF",2
-704,"EF","EFSS",2
-704,"EDPM","TCEM",5
-703,"EF","EFTF",0
-703,"EF","EFSS",1
-703,"EDPM","TCEM",6
-702,"EF","EFTF",0
-702,"EF","EFSS",0
-702,"EDPM","TCEM",5
-701,"EF","EFTF",1
-701,"EF","EFSS",2
-701,"EDPM","TCEM",8
-700,"EF","EFTF",0
-700,"EF","EFSS",0
-700,"EDPM","TCEM",5
-699,"EF","EFTF",0
-699,"EF","EFSS",1
-699,"EDPM","TCEM",7
-698,"EF","EFTF",0
-698,"EF","EFSS",0
-698,"EDPM","TCEM",7
-697,"EF","EFTF",0
-697,"EF","EFSS",1
-697,"EDPM","TCEM",11
-696,"EF","EFTF",0
-696,"EF","EFSS",1
-696,"EDPM","TCEM",5
-695,"EF","EFTF",1
-695,"EF","EFSS",1
-695,"EDPM","TCEM",6
-694,"EF","EFTF",0
-694,"EF","EFSS",0
-694,"EDPM","TCEM",2
-693,"EF","EFTF",0
-693,"EF","EFSS",0
-693,"EDPM","TCEM",7
-692,"EF","EFTF",0
-692,"EF","EFSS",0
-692,"EDPM","TCEM",6
-691,"EF","EFTF",0
-691,"EF","EFSS",0
-691,"EDPM","TCEM",5
-690,"EF","EFTF",0
-690,"EF","EFSS",1
-690,"EDPM","TCEM",8
-689,"EF","EFTF",1
-689,"EF","EFSS",3
-689,"EDPM","TCEM",10
-688,"EF","EFTF",1
-688,"EF","EFSS",1
-688,"EDPM","TCEM",8
-687,"EF","EFTF",0
-687,"EF","EFSS",0
-687,"EDPM","TCEM",3
-686,"EF","EFTF",0
-686,"EF","EFSS",0
-686,"EDPM","TCEM",3
-685,"EF","EFTF",1
-685,"EF","EFSS",1
-685,"EDPM","TCEM",9
-684,"EF","EFTF",1
-684,"EF","EFSS",1
-684,"EDPM","TCEM",7
-683,"EF","EFTF",1
-683,"EF","EFSS",1
-683,"EDPM","TCEM",6
-682,"EF","EFTF",0
-682,"EF","EFSS",1
-682,"EDPM","TCEM",4
-681,"EF","EFTF",0
-681,"EF","EFSS",1
-681,"EDPM","TCEM",5
-680,"EF","EFTF",0
-680,"EF","EFSS",1
-680,"EDPM","TCEM",4
-679,"EF","EFTF",0
-679,"EF","EFSS",2
-679,"EDPM","TCEM",8
-678,"EF","EFTF",0
-678,"EF","EFSS",1
-678,"EDPM","TCEM",8
-677,"EF","EFTF",1
-677,"EF","EFSS",0
-677,"EDPM","TCEM",6
-676,"EF","EFTF",2
-676,"EF","EFSS",2
-676,"EDPM","TCEM",8
-675,"EF","EFTF",1
-675,"EF","EFSS",0
-675,"EDPM","TCEM",7
-674,"EF","EFTF",1
-674,"EF","EFSS",1
-674,"EDPM","TCEM",13
-673,"EF","EFTF",0
-673,"EF","EFSS",1
-673,"EDPM","TCEM",9
-672,"EF","EFTF",0
-672,"EF","EFSS",0
-672,"EDPM","TCEM",7
-671,"EF","EFTF",1
-671,"EF","EFSS",1
-671,"EDPM","TCEM",4
-670,"EF","EFTF",1
-670,"EF","EFSS",1
-670,"EDPM","TCEM",9
-669,"EF","EFTF",1
-669,"EF","EFSS",1
-669,"EDPM","TCEM",8
-668,"EF","EFTF",0
-668,"EF","EFSS",1
-668,"EDPM","TCEM",5
-667,"EF","EFTF",0
-667,"EF","EFSS",0
-667,"EDPM","TCEM",9
-666,"EF","EFTF",0
-666,"EF","EFSS",0
-666,"EDPM","TCEM",2
-665,"EF","EFTF",0
-665,"EF","EFSS",0
-665,"EDPM","TCEM",5
-664,"EF","EFTF",0
-664,"EF","EFSS",1
-664,"EDPM","TCEM",7
-663,"EF","EFTF",0
-663,"EF","EFSS",0
-663,"EDPM","TCEM",5
-662,"EF","EFTF",1
-662,"EF","EFSS",0
-662,"EDPM","TCEM",7
-661,"EF","EFTF",0
-661,"EF","EFSS",0
-661,"EDPM","TCEM",5
-660,"EF","EFTF",1
-660,"EF","EFSS",4
-660,"EDPM","TCEM",7
-659,"EF","EFTF",1
-659,"EF","EFSS",1
-659,"EDPM","TCEM",4
-658,"EF","EFTF",0
-658,"EF","EFSS",0
-658,"EDPM","TCEM",5
-657,"EF","EFTF",1
-657,"EF","EFSS",0
-657,"EDPM","TCEM",6
-656,"EF","EFTF",0
-656,"EF","EFSS",1
-656,"EDPM","TCEM",10
-655,"EF","EFTF",0
-655,"EF","EFSS",0
-655,"EDPM","TCEM",8
-654,"EF","EFTF",1
-654,"EF","EFSS",1
-654,"EDPM","TCEM",8
-653,"EF","EFTF",2
-653,"EF","EFSS",3
-653,"EDPM","TCEM",6
-652,"EF","EFTF",0
-652,"EF","EFSS",0
-652,"EDPM","TCEM",4
-651,"EF","EFTF",1
-651,"EF","EFSS",1
-651,"EDPM","TCEM",7
-650,"EF","EFTF",3
-650,"EF","EFSS",1
-650,"EDPM","TCEM",11
-649,"EF","EFTF",0
-649,"EF","EFSS",0
-649,"EDPM","TCEM",3
-648,"EF","EFTF",1
-648,"EF","EFSS",1
-648,"EDPM","TCEM",6
-647,"EF","EFTF",0
-647,"EF","EFSS",1
-647,"EDPM","TCEM",6
-646,"EF","EFTF",0
-646,"EF","EFSS",0
-646,"EDPM","TCEM",3
-645,"EF","EFTF",0
-645,"EF","EFSS",2
-645,"EDPM","TCEM",10
-644,"EF","EFTF",1
-644,"EF","EFSS",1
-644,"EDPM","TCEM",7
-643,"EF","EFTF",1
-643,"EF","EFSS",0
-643,"EDPM","TCEM",9
-642,"EF","EFTF",2
-642,"EF","EFSS",0
-642,"EDPM","TCEM",7
-641,"EF","EFTF",0
-641,"EF","EFSS",0
-641,"EDPM","TCEM",8
-640,"EF","EFTF",1
-640,"EF","EFSS",0
-640,"EDPM","TCEM",2
-639,"EF","EFTF",0
-639,"EF","EFSS",0
-639,"EDPM","TCEM",6
-638,"EF","EFTF",0
-638,"EF","EFSS",0
-638,"EDPM","TCEM",7
-637,"EF","EFTF",0
-637,"EF","EFSS",1
-637,"EDPM","TCEM",4
-636,"EF","EFTF",1
-636,"EF","EFSS",2
-636,"EDPM","TCEM",5
-635,"EF","EFTF",0
-635,"EF","EFSS",1
-635,"EDPM","TCEM",7
-634,"EF","EFTF",0
-634,"EF","EFSS",0
-634,"EDPM","TCEM",4
-633,"EF","EFTF",1
-633,"EF","EFSS",1
-633,"EDPM","TCEM",2
-632,"EF","EFTF",0
-632,"EF","EFSS",1
-632,"EDPM","TCEM",7
-631,"EF","EFTF",0
-631,"EF","EFSS",1
-631,"EDPM","TCEM",11
-630,"EF","EFTF",0
-630,"EF","EFSS",1
-630,"EDPM","TCEM",6
-629,"EF","EFTF",0
-629,"EF","EFSS",0
-629,"EDPM","TCEM",4
-628,"EF","EFTF",0
-628,"EF","EFSS",0
-628,"EDPM","TCEM",10
-627,"EF","EFTF",1
-627,"EF","EFSS",2
-627,"EDPM","TCEM",7
-626,"EF","EFTF",0
-626,"EF","EFSS",1
-626,"EDPM","TCEM",7
-625,"EF","EFTF",0
-625,"EF","EFSS",1
-625,"EDPM","TCEM",7
-624,"EF","EFTF",0
-624,"EF","EFSS",0
-624,"EDPM","TCEM",5
-623,"EF","EFTF",2
-623,"EF","EFSS",2
-623,"EDPM","TCEM",5
-622,"EF","EFTF",2
-622,"EF","EFSS",1
-622,"EDPM","TCEM",8
-621,"EF","EFTF",1
-621,"EF","EFSS",3
-621,"EDPM","TCEM",10
-620,"EF","EFTF",0
-620,"EF","EFSS",1
-620,"EDPM","TCEM",8
-619,"EF","EFTF",0
-619,"EF","EFSS",0
-619,"EDPM","TCEM",9
-618,"EF","EFTF",0
-618,"EF","EFSS",1
-618,"EDPM","TCEM",9
-617,"EF","EFTF",0
-617,"EF","EFSS",1
-617,"EDPM","TCEM",8
-616,"EF","EFTF",1
-616,"EF","EFSS",1
-616,"EDPM","TCEM",5
-615,"EF","EFTF",0
-615,"EF","EFSS",1
-615,"EDPM","TCEM",8
-614,"EF","EFTF",0
-614,"EF","EFSS",0
-614,"EDPM","TCEM",7
-613,"EF","EFTF",0
-613,"EF","EFSS",2
-613,"EDPM","TCEM",13
-612,"EF","EFTF",1
-612,"EF","EFSS",0
